Subj,Type,ROI,Phase,beta,var,TRAIT,STATE
MAX139,safe,Right Anterior Putamen,early,0.043491,0.001344,47,31
MAX139,safe,Right Anterior Putamen,late,-0.032067,0.001378,47,31
MAX139,safe,Right Anterior Thalamus,early,0.072654,0.001683,47,31
MAX139,safe,Right Anterior Thalamus,late,-0.050338,0.001747,47,31
MAX139,safe,Right BLBM Amygdala,early,0.337109,0.023644,47,31
MAX139,safe,Right BLBM Amygdala,late,0.739480,0.024425,47,31
MAX139,safe,Right BST,early,0.103018,0.031200,47,31
MAX139,safe,Right BST,late,-0.160492,0.031784,47,31
MAX139,safe,Right CeMe Amygdala,early,0.154950,0.011148,47,31
MAX139,safe,Right CeMe Amygdala,late,0.080647,0.011518,47,31
MAX139,safe,Right Hypothalamus,early,-0.220125,0.018041,47,31
MAX139,safe,Right Hypothalamus,late,-0.205541,0.018518,47,31
MAX139,safe,Right MidPost Insula,early,0.126768,0.000817,47,31
MAX139,safe,Right MidPost Insula,late,0.084132,0.000830,47,31
MAX139,safe,Right PAG,early,0.222313,0.009771,47,31
MAX139,safe,Right PAG,late,0.125024,0.009897,47,31
MAX139,safe,Right Posterior Caudate,early,-0.013621,0.005605,47,31
MAX139,safe,Right Posterior Caudate,late,-0.082004,0.005765,47,31
MAX139,safe,Right Posterior Putamen,early,0.006127,0.002561,47,31
MAX139,safe,Right Posterior Putamen,late,-0.074663,0.002600,47,31
MAX139,safe,Right Posterior Thalamus,early,0.163322,0.001380,47,31
MAX139,safe,Right Posterior Thalamus,late,0.111106,0.001422,47,31
MAX139,safe,Right Ventral Striatum,early,-0.162238,0.003427,47,31
MAX139,safe,Right Ventral Striatum,late,-0.120032,0.003483,47,31
MAX139,safe,vmPFC,early,0.059277,0.004888,47,31
MAX139,safe,vmPFC,late,0.156340,0.005027,47,31
MAX139,threat,ACC,early,0.054753,0.001416,47,31
MAX139,threat,ACC,late,-0.084947,0.001417,47,31
MAX139,threat,Left AntDorsal Insula,early,0.063211,0.001192,47,31
MAX139,threat,Left AntDorsal Insula,late,-0.048096,0.001192,47,31
MAX139,threat,Left AntVentral Insula,early,0.082369,0.003153,47,31
MAX139,threat,Left AntVentral Insula,late,-0.144455,0.003144,47,31
MAX139,threat,Left Anterior  Putamen,early,-0.213226,0.002306,47,31
MAX139,threat,Left Anterior  Putamen,late,-0.232167,0.002286,47,31
MAX139,threat,Left Anterior Caudate,early,-0.072404,0.002138,47,31
MAX139,threat,Left Anterior Caudate,late,-0.113830,0.002155,47,31
MAX139,threat,Left Anterior MCC,early,0.184334,0.001689,47,31
MAX139,threat,Left Anterior MCC,late,-0.085615,0.001683,47,31
MAX139,threat,Left Anterior Thalamus,early,0.059217,0.002217,47,31
MAX139,threat,Left Anterior Thalamus,late,-0.068564,0.002297,47,31
MAX139,threat,Left BLBM Amygdala,early,-0.464243,0.047307,47,31
MAX139,threat,Left BLBM Amygdala,late,-0.269643,0.047462,47,31
MAX139,threat,Left BST,early,-0.125451,0.044771,47,31
MAX139,threat,Left BST,late,-0.406280,0.044339,47,31
MAX139,threat,Left CeMe Amygdala,early,0.053623,0.011080,47,31
MAX139,threat,Left CeMe Amygdala,late,-0.042541,0.011003,47,31
MAX139,threat,Left Hypothalamus,early,0.641112,0.050640,47,31
MAX139,threat,Left Hypothalamus,late,0.582836,0.050809,47,31
MAX139,threat,Left MidPost Insula,early,-0.031388,0.001235,47,31
MAX139,threat,Left MidPost Insula,late,-0.086083,0.001255,47,31
MAX139,threat,Left PAG,early,0.256256,0.007435,47,31
MAX139,threat,Left PAG,late,0.106020,0.007364,47,31
MAX139,threat,Left Posterior Caudate,early,-0.020179,0.003432,47,31
MAX139,threat,Left Posterior Caudate,late,-0.061135,0.003439,47,31
MAX139,threat,Left Posterior Putamen,early,-0.389191,0.004672,47,31
MAX139,threat,Left Posterior Putamen,late,-0.265116,0.004653,47,31
MAX139,threat,Left Posterior Thalamus,early,0.076050,0.001461,47,31
MAX139,threat,Left Posterior Thalamus,late,-0.017123,0.001467,47,31
MAX139,threat,Left Ventral Striatum,early,-0.087688,0.003953,47,31
MAX139,threat,Left Ventral Striatum,late,-0.253879,0.003939,47,31
MAX139,threat,PCC,early,-0.078444,0.008602,47,31
MAX139,threat,PCC,late,0.017844,0.008743,47,31
MAX139,threat,PCC/precuneus,early,-0.745239,0.021674,47,31
MAX139,threat,PCC/precuneus,late,-0.537253,0.022167,47,31
MAX139,threat,Right AntDorsal Insula,early,0.100738,0.001847,47,31
MAX139,threat,Right AntDorsal Insula,late,-0.112708,0.001842,47,31
MAX139,threat,Right AntVentral Insula,early,0.033354,0.002247,47,31
MAX139,threat,Right AntVentral Insula,late,-0.215075,0.002272,47,31
MAX139,threat,Right Anterior Caudate,early,0.066203,0.002281,47,31
MAX139,threat,Right Anterior Caudate,late,-0.015886,0.002316,47,31
MAX139,threat,Right Anterior MCC,early,0.231148,0.001955,47,31
MAX139,threat,Right Anterior MCC,late,-0.042126,0.001964,47,31
MAX139,threat,Right Anterior Putamen,early,-0.025419,0.001358,47,31
MAX139,threat,Right Anterior Putamen,late,-0.040036,0.001358,47,31
MAX139,threat,Right Anterior Thalamus,early,0.204421,0.001672,47,31
MAX139,threat,Right Anterior Thalamus,late,0.016671,0.001719,47,31
MAX139,threat,Right BLBM Amygdala,early,-0.145829,0.023631,47,31
MAX139,threat,Right BLBM Amygdala,late,-0.247122,0.023710,47,31
MAX139,threat,Right BST,early,0.320070,0.031457,47,31
MAX139,threat,Right BST,late,0.046027,0.031264,47,31
MAX139,threat,Right CeMe Amygdala,early,-0.002790,0.011141,47,31
MAX139,threat,Right CeMe Amygdala,late,-0.234018,0.011180,47,31
MAX139,threat,Right Hypothalamus,early,0.019177,0.018160,47,31
MAX139,threat,Right Hypothalamus,late,0.087351,0.018175,47,31
MAX139,threat,Right MidPost Insula,early,0.019553,0.000825,47,31
MAX139,threat,Right MidPost Insula,late,-0.089800,0.000817,47,31
MAX139,threat,Right PAG,early,0.307185,0.009869,47,31
MAX139,threat,Right PAG,late,0.171047,0.009764,47,31
MAX139,threat,Right Posterior Caudate,early,-0.087738,0.005625,47,31
MAX139,threat,Right Posterior Caudate,late,-0.141587,0.005716,47,31
MAX139,threat,Right Posterior Putamen,early,-0.205613,0.002597,47,31
MAX139,threat,Right Posterior Putamen,late,-0.180202,0.002583,47,31
MAX139,threat,Right Posterior Thalamus,early,0.119615,0.001389,47,31
MAX139,threat,Right Posterior Thalamus,late,0.033642,0.001400,47,31
MAX139,threat,Right Ventral Striatum,early,-0.071680,0.003469,47,31
MAX139,threat,Right Ventral Striatum,late,-0.202692,0.003444,47,31
MAX139,threat,vmPFC,early,-0.047410,0.004914,47,31
MAX139,threat,vmPFC,late,-0.070970,0.004972,47,31
MAX141,safe,ACC,early,-0.318386,0.004458,23,23
MAX141,safe,ACC,late,-0.134736,0.004689,23,23
MAX141,safe,Left AntDorsal Insula,early,-0.028016,0.002702,23,23
MAX141,safe,Left AntDorsal Insula,late,-0.061915,0.002837,23,23
MAX141,safe,Left AntVentral Insula,early,0.153812,0.008852,23,23
MAX141,safe,Left AntVentral Insula,late,0.213437,0.009215,23,23
MAX141,safe,Left Anterior  Putamen,early,-0.188844,0.004276,23,23
MAX141,safe,Left Anterior  Putamen,late,-0.118325,0.004486,23,23
MAX141,safe,Left Anterior Caudate,early,-0.179343,0.005852,23,23
MAX141,safe,Left Anterior Caudate,late,0.023127,0.006146,23,23
MAX141,safe,Left Anterior MCC,early,-0.057281,0.006462,23,23
MAX141,safe,Left Anterior MCC,late,-0.099176,0.006795,23,23
MAX141,safe,Left Anterior Thalamus,early,-0.148949,0.006093,23,23
MAX141,safe,Left Anterior Thalamus,late,-0.006444,0.006410,23,23
MAX141,safe,Left BLBM Amygdala,early,0.169655,0.006091,23,23
MAX141,safe,Left BLBM Amygdala,late,0.125466,0.006291,23,23
MAX141,safe,Left BST,early,0.024565,0.023072,23,23
MAX141,safe,Left BST,late,-0.020373,0.023314,23,23
MAX141,safe,Left CeMe Amygdala,early,-0.244637,0.008304,23,23
MAX141,safe,Left CeMe Amygdala,late,-0.191931,0.008394,23,23
MAX141,safe,Left Hypothalamus,early,0.216793,0.018231,23,23
MAX141,safe,Left Hypothalamus,late,0.207377,0.018422,23,23
MAX141,safe,Left MidPost Insula,early,-0.000533,0.003308,23,23
MAX141,safe,Left MidPost Insula,late,0.029763,0.003480,23,23
MAX141,safe,Left PAG,early,0.165789,0.010529,23,23
MAX141,safe,Left PAG,late,0.159862,0.010467,23,23
MAX141,safe,Left Posterior Caudate,early,-0.144218,0.007020,23,23
MAX141,safe,Left Posterior Caudate,late,0.036233,0.007373,23,23
MAX141,safe,Left Posterior Putamen,early,-0.378094,0.008530,23,23
MAX141,safe,Left Posterior Putamen,late,-0.168868,0.008976,23,23
MAX141,safe,Left Posterior Thalamus,early,-0.024712,0.003246,23,23
MAX141,safe,Left Posterior Thalamus,late,0.059203,0.003377,23,23
MAX141,safe,Left Ventral Striatum,early,-0.133275,0.005486,23,23
MAX141,safe,Left Ventral Striatum,late,0.099521,0.005745,23,23
MAX141,safe,PCC,early,-0.096945,0.013467,23,23
MAX141,safe,PCC,late,-0.034769,0.014146,23,23
MAX141,safe,PCC/precuneus,early,-0.019680,0.011375,23,23
MAX141,safe,PCC/precuneus,late,0.042197,0.011965,23,23
MAX141,safe,Right AntDorsal Insula,early,-0.101793,0.003701,23,23
MAX141,safe,Right AntDorsal Insula,late,-0.087777,0.003893,23,23
MAX141,safe,Right AntVentral Insula,early,-0.280537,0.003781,23,23
MAX141,safe,Right AntVentral Insula,late,-0.191678,0.003941,23,23
MAX141,safe,Right Anterior Caudate,early,-0.261780,0.005290,23,23
MAX141,safe,Right Anterior Caudate,late,-0.042768,0.005560,23,23
MAX141,safe,Right Anterior MCC,early,-0.129189,0.004953,23,23
MAX141,safe,Right Anterior MCC,late,-0.151521,0.005205,23,23
MAX141,safe,Right Anterior Putamen,early,-0.248047,0.003088,23,23
MAX141,safe,Right Anterior Putamen,late,-0.089749,0.003235,23,23
MAX141,safe,Right Anterior Thalamus,early,-0.115620,0.004978,23,23
MAX141,safe,Right Anterior Thalamus,late,-0.002137,0.005233,23,23
MAX141,safe,Right BLBM Amygdala,early,0.003645,0.005142,23,23
MAX141,safe,Right BLBM Amygdala,late,0.047984,0.005311,23,23
MAX141,safe,Right BST,early,0.220244,0.017986,23,23
MAX141,safe,Right BST,late,0.097947,0.017916,23,23
MAX141,safe,Right CeMe Amygdala,early,-0.465666,0.009676,23,23
MAX141,safe,Right CeMe Amygdala,late,-0.381923,0.010000,23,23
MAX141,safe,Right Hypothalamus,early,-0.204672,0.014862,23,23
MAX141,safe,Right Hypothalamus,late,0.049123,0.015022,23,23
MAX141,safe,Right MidPost Insula,early,-0.085933,0.003125,23,23
MAX141,safe,Right MidPost Insula,late,-0.066631,0.003284,23,23
MAX141,safe,Right PAG,early,-0.071074,0.021086,23,23
MAX141,safe,Right PAG,late,0.148047,0.021072,23,23
MAX141,safe,Right Posterior Caudate,early,-0.584974,0.020967,23,23
MAX141,safe,Right Posterior Caudate,late,-0.201305,0.022050,23,23
MAX141,safe,Right Posterior Putamen,early,-0.177651,0.004652,23,23
MAX141,safe,Right Posterior Putamen,late,-0.019309,0.004895,23,23
MAX141,safe,Right Posterior Thalamus,early,0.104554,0.002645,23,23
MAX141,safe,Right Posterior Thalamus,late,0.057082,0.002750,23,23
MAX141,safe,Right Ventral Striatum,early,-0.140423,0.006294,23,23
MAX141,safe,Right Ventral Striatum,late,0.177640,0.006595,23,23
MAX141,safe,vmPFC,early,-0.368651,0.014882,23,23
MAX141,safe,vmPFC,late,-0.064441,0.015644,23,23
MAX141,threat,ACC,early,0.156040,0.004216,23,23
MAX141,threat,ACC,late,0.088175,0.004669,23,23
MAX141,threat,Left AntDorsal Insula,early,0.277101,0.002568,23,23
MAX141,threat,Left AntDorsal Insula,late,0.204621,0.002817,23,23
MAX141,threat,Left AntVentral Insula,early,0.492200,0.008527,23,23
MAX141,threat,Left AntVentral Insula,late,0.506586,0.009123,23,23
MAX141,threat,Left Anterior  Putamen,early,0.163684,0.004064,23,23
MAX141,threat,Left Anterior  Putamen,late,-0.013881,0.004463,23,23
MAX141,threat,Left Anterior Caudate,early,0.295185,0.005561,23,23
MAX141,threat,Left Anterior Caudate,late,0.062617,0.006109,23,23
MAX141,threat,Left Anterior MCC,early,0.286377,0.006085,23,23
MAX141,threat,Left Anterior MCC,late,0.202192,0.006780,23,23
MAX141,threat,Left Anterior Thalamus,early,0.187607,0.005766,23,23
MAX141,threat,Left Anterior Thalamus,late,-0.090587,0.006381,23,23
MAX141,threat,Left BLBM Amygdala,early,0.266616,0.005913,23,23
MAX141,threat,Left BLBM Amygdala,late,0.323785,0.006219,23,23
MAX141,threat,Left BST,early,0.163767,0.022679,23,23
MAX141,threat,Left BST,late,0.143188,0.023047,23,23
MAX141,threat,Left CeMe Amygdala,early,-0.091486,0.008165,23,23
MAX141,threat,Left CeMe Amygdala,late,0.079373,0.008300,23,23
MAX141,threat,Left Hypothalamus,early,-0.118417,0.017919,23,23
MAX141,threat,Left Hypothalamus,late,-0.186008,0.018208,23,23
MAX141,threat,Left MidPost Insula,early,0.051237,0.003116,23,23
MAX141,threat,Left MidPost Insula,late,0.157630,0.003469,23,23
MAX141,threat,Left PAG,early,0.306265,0.010447,23,23
MAX141,threat,Left PAG,late,0.372254,0.010450,23,23
MAX141,threat,Left Posterior Caudate,early,0.231508,0.006676,23,23
MAX141,threat,Left Posterior Caudate,late,-0.005011,0.007333,23,23
MAX141,threat,Left Posterior Putamen,early,0.032856,0.008067,23,23
MAX141,threat,Left Posterior Putamen,late,-0.275391,0.008939,23,23
MAX141,threat,Left Posterior Thalamus,early,0.091910,0.003127,23,23
MAX141,threat,Left Posterior Thalamus,late,0.084880,0.003344,23,23
MAX141,threat,Left Ventral Striatum,early,0.210548,0.005245,23,23
MAX141,threat,Left Ventral Striatum,late,0.009703,0.005697,23,23
MAX141,threat,PCC,early,0.092643,0.012802,23,23
MAX141,threat,PCC,late,0.400959,0.014061,23,23
MAX141,threat,PCC/precuneus,early,0.086565,0.010757,23,23
MAX141,threat,PCC/precuneus,late,0.295588,0.011916,23,23
MAX141,threat,Right AntDorsal Insula,early,0.079000,0.003503,23,23
MAX141,threat,Right AntDorsal Insula,late,0.057231,0.003879,23,23
MAX141,threat,Right AntVentral Insula,early,0.002138,0.003644,23,23
MAX141,threat,Right AntVentral Insula,late,-0.011878,0.003902,23,23
MAX141,threat,Right Anterior Caudate,early,0.166133,0.004997,23,23
MAX141,threat,Right Anterior Caudate,late,-0.069936,0.005538,23,23
MAX141,threat,Right Anterior MCC,early,0.075489,0.004659,23,23
MAX141,threat,Right Anterior MCC,late,0.041147,0.005194,23,23
MAX141,threat,Right Anterior Putamen,early,0.104158,0.002956,23,23
MAX141,threat,Right Anterior Putamen,late,-0.037320,0.003207,23,23
MAX141,threat,Right Anterior Thalamus,early,0.061910,0.004706,23,23
MAX141,threat,Right Anterior Thalamus,late,-0.188541,0.005213,23,23
MAX141,threat,Right BLBM Amygdala,early,0.038371,0.004995,23,23
MAX141,threat,Right BLBM Amygdala,late,0.115891,0.005249,23,23
MAX141,threat,Right BST,early,0.236404,0.017833,23,23
MAX141,threat,Right BST,late,0.113993,0.017894,23,23
MAX141,threat,Right CeMe Amygdala,early,-0.154876,0.009394,23,23
MAX141,threat,Right CeMe Amygdala,late,-0.077642,0.009877,23,23
MAX141,threat,Right Hypothalamus,early,-0.131614,0.014611,23,23
MAX141,threat,Right Hypothalamus,late,-0.088055,0.014847,23,23
MAX141,threat,Right MidPost Insula,early,-0.038205,0.002932,23,23
MAX141,threat,Right MidPost Insula,late,0.019232,0.003279,23,23
MAX141,threat,Right PAG,early,0.346305,0.020802,23,23
MAX141,threat,Right PAG,late,0.268094,0.020897,23,23
MAX141,threat,Right Posterior Caudate,early,0.042016,0.019742,23,23
MAX141,threat,Right Posterior Caudate,late,-0.495013,0.021995,23,23
MAX141,threat,Right Posterior Putamen,early,0.039929,0.004399,23,23
MAX141,threat,Right Posterior Putamen,late,-0.133748,0.004869,23,23
MAX141,threat,Right Posterior Thalamus,early,0.111197,0.002551,23,23
MAX141,threat,Right Posterior Thalamus,late,0.061536,0.002724,23,23
MAX141,threat,Right Ventral Striatum,early,0.182894,0.006023,23,23
MAX141,threat,Right Ventral Striatum,late,-0.052918,0.006538,23,23
MAX141,threat,vmPFC,early,0.217954,0.014008,23,23
MAX141,threat,vmPFC,late,0.349710,0.015609,23,23
MAX142,safe,ACC,early,0.017977,0.001199,27,23
MAX142,safe,ACC,late,-0.019140,0.001222,27,23
MAX142,safe,Left AntDorsal Insula,early,0.148453,0.001458,27,23
MAX142,safe,Left AntDorsal Insula,late,0.005283,0.001467,27,23
MAX142,safe,Left AntVentral Insula,early,0.065472,0.001705,27,23
MAX142,safe,Left AntVentral Insula,late,0.061249,0.001706,27,23
MAX142,safe,Left Anterior  Putamen,early,0.085132,0.003224,27,23
MAX142,safe,Left Anterior  Putamen,late,-0.024676,0.003272,27,23
MAX142,safe,Left Anterior Caudate,early,0.032787,0.003385,27,23
MAX142,safe,Left Anterior Caudate,late,-0.003614,0.003447,27,23
MAX142,safe,Left Anterior MCC,early,0.210335,0.002447,27,23
MAX142,safe,Left Anterior MCC,late,0.120270,0.002464,27,23
MAX142,safe,Left Anterior Thalamus,early,0.041066,0.001908,27,23
MAX142,safe,Left Anterior Thalamus,late,-0.015947,0.001969,27,23
MAX142,safe,Left BLBM Amygdala,early,0.285972,0.069766,27,23
MAX142,safe,Left BLBM Amygdala,late,0.352369,0.069716,27,23
MAX142,safe,Left BST,early,0.106626,0.013350,27,23
MAX142,safe,Left BST,late,0.258044,0.013344,27,23
MAX142,safe,Left CeMe Amygdala,early,-0.014960,0.012638,27,23
MAX142,safe,Left CeMe Amygdala,late,0.226303,0.012700,27,23
MAX142,safe,Left Hypothalamus,early,-0.193145,0.011379,27,23
MAX142,safe,Left Hypothalamus,late,-0.069232,0.011430,27,23
MAX142,safe,Left MidPost Insula,early,0.128798,0.001058,27,23
MAX142,safe,Left MidPost Insula,late,0.064031,0.001078,27,23
MAX142,safe,Left PAG,early,-0.126653,0.011684,27,23
MAX142,safe,Left PAG,late,0.057719,0.011686,27,23
MAX142,safe,Left Posterior Caudate,early,-0.038417,0.003021,27,23
MAX142,safe,Left Posterior Caudate,late,-0.128914,0.003078,27,23
MAX142,safe,Left Posterior Putamen,early,0.267051,0.005481,27,23
MAX142,safe,Left Posterior Putamen,late,0.172455,0.005580,27,23
MAX142,safe,Left Posterior Thalamus,early,0.068503,0.001569,27,23
MAX142,safe,Left Posterior Thalamus,late,0.076497,0.001600,27,23
MAX142,safe,Left Ventral Striatum,early,0.114007,0.002969,27,23
MAX142,safe,Left Ventral Striatum,late,0.056860,0.003014,27,23
MAX142,safe,PCC,early,0.121172,0.011908,27,23
MAX142,safe,PCC,late,0.392949,0.012525,27,23
MAX142,safe,PCC/precuneus,early,-0.028780,0.013893,27,23
MAX142,safe,PCC/precuneus,late,0.480872,0.014638,27,23
MAX142,safe,Right AntDorsal Insula,early,0.084543,0.001652,27,23
MAX142,safe,Right AntDorsal Insula,late,-0.028042,0.001669,27,23
MAX142,safe,Right AntVentral Insula,early,0.117442,0.001719,27,23
MAX142,safe,Right AntVentral Insula,late,0.103583,0.001728,27,23
MAX142,safe,Right Anterior Caudate,early,-0.028204,0.001894,27,23
MAX142,safe,Right Anterior Caudate,late,-0.060317,0.001925,27,23
MAX142,safe,Right Anterior MCC,early,0.168976,0.002620,27,23
MAX142,safe,Right Anterior MCC,late,0.024566,0.002680,27,23
MAX142,safe,Right Anterior Putamen,early,0.097373,0.002197,27,23
MAX142,safe,Right Anterior Putamen,late,-0.003608,0.002219,27,23
MAX142,safe,Right Anterior Thalamus,early,-0.011974,0.001500,27,23
MAX142,safe,Right Anterior Thalamus,late,-0.089265,0.001550,27,23
MAX142,safe,Right BLBM Amygdala,early,0.443104,0.073196,27,23
MAX142,safe,Right BLBM Amygdala,late,0.325955,0.073141,27,23
MAX142,safe,Right BST,early,-0.033942,0.013345,27,23
MAX142,safe,Right BST,late,-0.080747,0.013349,27,23
MAX142,safe,Right CeMe Amygdala,early,0.082372,0.009780,27,23
MAX142,safe,Right CeMe Amygdala,late,0.141209,0.009805,27,23
MAX142,safe,Right Hypothalamus,early,-0.179911,0.010596,27,23
MAX142,safe,Right Hypothalamus,late,-0.117439,0.010594,27,23
MAX142,safe,Right MidPost Insula,early,0.112825,0.001072,27,23
MAX142,safe,Right MidPost Insula,late,0.069008,0.001086,27,23
MAX142,safe,Right PAG,early,-0.176664,0.015964,27,23
MAX142,safe,Right PAG,late,-0.189563,0.015949,27,23
MAX142,safe,Right Posterior Caudate,early,-0.036008,0.004218,27,23
MAX142,safe,Right Posterior Caudate,late,0.012693,0.004292,27,23
MAX142,safe,Right Posterior Putamen,early,0.139230,0.002108,27,23
MAX142,safe,Right Posterior Putamen,late,0.062923,0.002130,27,23
MAX142,safe,Right Posterior Thalamus,early,0.096775,0.001058,27,23
MAX142,safe,Right Posterior Thalamus,late,0.089334,0.001064,27,23
MAX142,safe,Right Ventral Striatum,early,-0.063394,0.003069,27,23
MAX142,safe,Right Ventral Striatum,late,-0.178476,0.003114,27,23
MAX142,safe,vmPFC,early,-0.150107,0.007631,27,23
MAX142,safe,vmPFC,late,0.148313,0.008047,27,23
MAX142,threat,ACC,early,-0.100285,0.001227,27,23
MAX142,threat,ACC,late,-0.035552,0.001219,27,23
MAX142,threat,Left AntDorsal Insula,early,0.120647,0.001489,27,23
MAX142,threat,Left AntDorsal Insula,late,0.123220,0.001458,27,23
MAX142,threat,Left AntVentral Insula,early,0.066377,0.001728,27,23
MAX142,threat,Left AntVentral Insula,late,0.047848,0.001694,27,23
MAX142,threat,Left Anterior  Putamen,early,0.002966,0.003290,27,23
MAX142,threat,Left Anterior  Putamen,late,0.026926,0.003253,27,23
MAX142,threat,Left Anterior Caudate,early,0.086363,0.003456,27,23
MAX142,threat,Left Anterior Caudate,late,0.111720,0.003436,27,23
